342,FUNDAMENTALS OF COMPUTER ALGORITHMS,HELLIS HOROCUITS/ SARTHAJ SAHNI/ SANGEETH EVAN RASISEKA,,230,YES,,,,2008-10-10
343,ENVIRONMENTAL STUDIES,ERACH BHARUCHA,,140,YES,,,,2008-10-10
344,EFFECTIVE C++ THIRD EDITION,SCOTT MAYERS,,550,YES,,,,2008-10-15
345,C & UNIX,martin l. clifford,,299,YES,,,,1985-10-22
346,C & UNIX,MARTIN L. CLIFFORD,,299,YES,,,,1985-10-22
347,EMBEDDED SYSTEM DESIGN,FRANK VAHID/ TONY GIVARGIS,,279,YES,,,,2008-10-22
348,OBJECT ORIENTED PROGRAMMING USING C++,G.K.BALUJA & G.S.BALUJA,,250,YES,,,,2008-11-07
349,ALGORITHMS DESIGN & ANALYSIS,UDIT AGARWAL,,200,YES,,,,2008-11-07
350,DISCRETE MATHEMATICAL STRUCTURES,UDIT AGARWAL,,175,YES,,,,2008-11-07
351,DOT NET FRAMEWORK WITH ASP.NET & C#,MANISH SHARMA/ AMITH GUPTHA,,225,YES,,,,2008-11-07
352,MICROPROCESSORS COMPREHENSIVE STUDIES,NARESH GROVER,,180,YES,,,,2008-11-07
353,TEXT BOOK OF ENVIRONMENTAL STUDIES,DR.K.RAGHAVAN NAMBIAR\,,300,YES,,,,2009-03-09
354,DATA MINING THEORY AND PRACTICE,K.P.SOMAN/ SHYAM DIWAKAR/ V.AJAY,,0,YES,,,,2008-07-29
355,DATABASE MANAGEMENT SYSTEMS,RAJESH NARANG,,295,YES,,,,2009-06-03
356,MICRO CONTROLLERS,RAJ CAMAL,,0,YES,,,,2009-06-03
357,LOGIC DESIGN,R.D.SUDHAKER SAMUEL,,300,YES,,,,2009-06-03
358,CLASSIC DATA SRUCTURES II EDITION,DEBASIS SAMANTA,,395,YES,,,,2009-06-03
359,DATABASE SYSTEMS VTH EDITION,RAMEEZ ELMASRI/ SHAMKANT B.NAYATHE,,0,YES,,,,2009-06-03
360,COMPUTER NETWORKS,LARRY L.PETERSON & BRUCE,,425,YES,,,,2009-06-22
361,DATA WARE HOUSING,C.S.R.PRABHU,,195,YES,,,,2009-06-30
362,INTRODUCTION TO DATA MINING WITH CASE STUDIES,G.K.GUPTA,,325,YES,,,,2009-06-30
363,OPERATING SYSTEMS,WILLIAM STALLINGS,,325,YES,,,,2009-08-05
364,A COURSE OF ENVIRONMENTAL STUDIES,DR.K.RAGHAVAN NAMBIAR,,220,YES,,,,2009-08-05
365,TEXT BOOK OF ENVIRONMENTAL STUDIES,ERACH BARUCHA,,0,YES,,,,2009-08-14
366,TEXT BOOK OF ENVIRONMENTAL STUDIES,ERACH BARUCHA,,0,YES,,,,2009-08-14
367,INTROCTION TO ENVIRONMENTAL SCIENCE & ENGINEERING,RAMAN SIVAKUMAR,,225,YES,,,,2009-08-14
368,TEXT BOOK OF ENVIRONMENTAL STUDIES,ERACH BARUCHA,,0,YES,,,,2009-08-14
369,SPEECH AND LANGUAGE PROCESSING,DANIEL JURAFSKY/ JAMES H MARTIN,,0,YES,,,,2009-08-24
370,THEORY OF COMPUTATION,G.P.SARATHI VARMA/ B.THIRUPATHI RAO,,175,YES,,,,2009-08-25
371,PROGRAMMING IN C,DR.S.RAMASWAMY/ P.RADHAGANESAN,,160,YES,,,,2009-08-25
372,VLSI DESIGN,S.CHAND,,125,YES,,,,2009-09-17
373,LINUX ADMINISTRATION HAND BOOK,KVIN NEMETH,,625,YES,PTA,,,2009-11-04
374,HISTORY OF SCIENCE AND TECHNOLOGY,R.V.G.MENON,,90,YES,PTA,,,2009-11-04
375,HISTORY OF SCIENCE AND TECHNOLOGY,R.V.G.MENON,,90,YES,PTA,,,2009-11-04
376,VERILOG-HDL. A GUIDE TO DIGITAL DESIGN AND SYSNTHESIS,SAMIR PALNITKAR,,350,YES,PTA,,,2008-07-29
377,FOUNDATIONS OF GENETIC PROGRAMMING,WILLIAM B LANGDON/ RICCARDO POLI,,495,YES,PTA,,,2008-11-04
378,SURVAY OF TEXT MINING,MICHEL W. BERRY,,375,YES,PTA,,,2009-11-04
379,GENETIC ALGORITMS,GOLD BERG,,399,YES,PTA,,,2009-11-04
380,TCL AND THE TK TOOL KIT,JOHN K.OUSTERHOUT,,450,YES,PTA,,,2009-11-04
381,DATA MINING & KNOWLEDGE DISCOVERY WITH EVOLUTIONARY ALGORITHMS,ALEX A.FREITAS,,595,YES,PTA,,,2009-11-04
382,C AND UNIX TOOLS FOR SOFTWARE DESIGN,MARTIN L. BARRETT,,329,YES,PTA,,,2009-11-04
383,C AND UNIX TOOLS FOR SOFTWARE DESIGN,MARTIN L. BARRETT,,329,YES,PTA,,,2009-11-04
384,APPLIED CODING & INFORMATION THEORY FOR ENGINEERS,RICHARD B.WELLS,,265,YES,PTA,,,2009-11-04
385,QUEUING THEORY AND TELECOMMUNICATIONS NETWORKS AND APPLICATIONS,GIOVANNI GIAMBENE,,795,YES,PTA,,,2009-11-04
386,NATURAL LANGUAGE PROCESSING AND INFORMATION RETRIEVAL,TANVEEN SIDHIQUE/ U.S.TIWARY,,275,YES,PTA,,,2009-11-04
387,ADVANCED CONCEPTS IN OPERATING SYSTEMS,MUKESH SINGHAL,,375,YES,PTA,,,2009-11-04
388,DIGITAL IMAGE PROCESSING,RAFAEL C.GONZALEZ,,495,YES,PTA,,,2009-11-04
389,GENETIC ALGORITMS,GOLD BERG,,375,YES,PTA,,,2009-11-04
390,COMPUTER NETWORKS AND SYSTEMS QUEING THEORY AND PERFORMANCE EVALUATION EDITION III,THOMAS G.ROBERTAZZI,,545,YES,PTA,,,2009-11-04
391,INTELLIGENT DATA MINING,DR.RUAN/ ETIENNE K.KERRE,,895,YES,PTA,,,2009-11-04
392,A GUID TO MATLAB FOR BEGGINNERS AND EXPERIENCED USERS,BRIAN R.HUNT,,295,YES,PTA,,,2009-11-04
393,THE COMPLETE REFERENCE PERL,MARTIN C BROWN,,750,YES,PTA,,,2009-11-04
394,FEDORA 10 & RHEL(INCLUDING CD-1/ DVD1),NEGUS/ FOSTER/ JOHNSON,,599,YES,PTA,,,2009-11-10
395,DATABASE MANAGEMENT SYSTEM,RAMAKRISHNAN,,516.6,YES,PTA,,,2009-11-10
396,RED HAT ENTERPRISES. LINUX NETWORKING & SYSTEM ADMINISTRATION,COLLIS,,529,YES,PTA,,,2009-11-10
397,COMMUNICATION SKILLS IN ENGLISH,SASI KUMAR,,115,YES,PTA,,,2009-11-10
398,TECHNICAL COMMUNICATION,RAMAN,,265,YES,PTA,,,2005-11-10
399,PATTERN CLASSIFICATION,DUDA,,499,YES,PTA,,,2009-11-10
400,CRYPTOGRAPHY AND INFORMATION TECHNOLOGY,PACHAGHARE,,275,YES,PTA,,,2009-11-10
401,INTRODUCTION TO COMPUTER THEORY,COHEN,,419,YES,PTA,,,2009-11-10
402,ELECTRIC CIRCUITS AND NETWORKS,SURESH KUMAR,,399,YES,PTA,,,2009-11-10
403,ADVANCED MICROPROCESSORS AND PEROPHERALS,A.K.RAY,,350,YES,PTA,,,2009-11-10
404,DATA STRUCTURES WITH C++,HUBBARD,,315,YES,PTA,,,2009-11-10
405,WIRELESS COMMUNICATIONS,RAPPA PORT,,325,YES,PTA,,,2009-11-10
406,FUZZY SETS/ UNCERTAINITY AND INFORMATION,KLIR,,250,YES,PTA,,,2009-11-10
407,COMPUTER ARCHITECTURE AND ORGANIZATIONS,HAYES,,467.5,YES,PTA,,,2009-11-10
408,ARTIFICIAL INTELLIGENCE,RICH,,299,YES,PTA,,,2009-11-10
409,CONCEPTS OF PROFESSIONAL COMMUNICATIONS,SHARMA,,125,YES,PTA,,,2009-11-10
410,CRYPTOGRAPHY & NETWORK SECURITY,STALLINGS,,290,YES,PTA,,,2009-11-10
411,EFFECTIVE SOFTWARE TESTING,DUSTIN,,299,YES,PTA,,,2009-11-10
412,OPERATING SYSTEMS,NUTT,,465,YES,PTA,,,2009-11-10
413,ENGLISH PRONOUNCIATION IN USE,HANCOCK,,215,YES,PTA,,,2009-11-10
414,SOFTWARE QUALITY,GILLIS,,245,YES,PTA,,,2009-11-10
415,FUZZY LOGIC FOR EMBEDDED SYSTEM APPLICATIONS,IBRAHIM,,"1,080.00",YES,PTA,,,2009-11-10
416,ELEMENTS OF DISCRETE MATHEMATICS,LIU,,250,YES,PTA,,,2009-11-10
417,DESIGN PATTERNS IN JAVA,METSKER,,425,YES,PTA,,,2009-11-10
418,DATA MINING,LAROSE,,229,YES,PTA,,,2009-11-10
419,DATA COMMUNICATIONS AND NETWORKING,FOROUZAN,,425,YES,PTA,,,2009-11-10
420,ORIENTED DESIGN PATTERN IN C++,PREISS,,370,YES,PTA,,,2009-11-10
421,DISTRIBUTED SYSTEMS,COLOURIS,,525,YES,PTA,,,2009-11-10
422,DISTRIBUTED SYSTEMS,COLOURIS,,525,YES,PTA,,,2009-11-10
423,FUZZY LOGIC,ROSS,,479,YES,PTA,,,2009-11-10
424,PROGRAMMING LANGUAGE CONCEPTS,GHEZZI,,221,YES,PTA,,,2009-11-10
425,BASIC ELECTRONIC AND LINEAR CIRCUITS,GUPTA,,235,YES,PTA,,,2009-11-10
426,A FIRST COURSE IN PROBABILITY,ROSS,,375,YES,PTA,,,2009-11-10
427,PATTERN RECOGNITION,MARQUES,,695,YES,PTA,,,2009-11-10
428,ALGORITHMS FOR VLSI AUTOMATION,GEREZ,,319,YES,PTA,,,2009-11-10
429,C AND UNIX TOOLS FOR SOFTWARE DESIGN,MARTIN L. BARRETT,,329,YES,PTA,,,2009-11-10
430,ENVIRONMENTAL SCIENCE AND ENGINEERING,DEBI,,165,YES,PTA,,,2009-11-10
431,ENVIRONMENTAL SCIENCE AND ENGINEERING,DEBI,,165,YES,PTA,,,2009-11-10
432,ENVIRONMENTAL SCIENCE AND ENGINEERING,DEBI,,165,YES,PTA,,,2009-11-10
433,EMEBEDDED SYSTEMS DESIGN,GIVARGIS,,299,YES,PTA,,,2009-11-10
434,PROGRAMMING LANGUAGE,SETHI,,425,YES,PTA,,,2009-11-10
435,MODERN INFORMATION RETRIEVAL,YATES,,375,YES,PTA,,,2009-11-10
436,PROGRAMMING WITH JAVA,BALAGURUSWAMY,,265,YES,PTA,,,2009-11-10
437,PRESENTING AT CONFERENCES/ SEMINARS & MEETINGS,SHEPHARD,,350,YES,PTA,,,2009-11-10
438,COMPUTER FUNDAMENTALS,RAM,,250,YES,PTA,,,2009-11-10
439,THE 8086 MICROPROCESSOR PROGRAMMING & INTERFACING THE PC,AYALA,,433,YES,PTA,,,2009-11-10
440,2000 SOLVED PROBLEMS IN DIGITAL ELECTRONICS,BALI,,335,YES,PTA,,,2009-11-10
441,CALCULUS,WEIR-THOMAS,,635,YES,PTA,,,2009-11-10
442,MAGIC OF C# WITH NETWARE WORK,SHIBI PANIKKAR/ KUMAR SANJEEV,,0,YES,,,,2010-03-01
443,ARTIFICIAL INTELLIGENCE,SHARBANI BHATTACHARIA,,150,YES,,,,2010-03-01
444,MOBILE COMMUNICATIONS - PHOTOSTAT,,,0,YES,,,,2010-03-01
445,SYSTEM SIMULATIONS WITH DIGITAL COMPUTER,NARSINGH DEO,,95,YES,,,,2010-03-24
446,COMPUTER ORIENTED NUMERICAL METHODS,V.RAJARAMAN,,59,YES,,,,2010-03-24
447,INTRODUCTION TO COMPILING TECHNIQUES (A FIRST COURSE USING ANSI C),J.P.BENNETT,,175,YES,,,,2010-03-24
448,INTRODUCTION TO WIRELESS AND MOBILE SYSTEMS,DHARMAPRAKASH AGARWAL,,395,YES,,,,2010-03-24
449,COMPILER CONSTRUCTION PRINCIPLES AND PRACTICE,KENNETH C. LOUDAS,,350,YES,,,,2010-03-24
450,DATA STRUCTURES AND ALGORITHMS,ALFREN V.AHO/ JOHU.E.HOPCRAFT/ JEFREY D.ULLMAN,,260,YES,,,,2010-03-31
451,THE C PROGRAMMING LANGUAGE,BRAIN W.KERNINGHAN,,95,YES,,,,2005-03-31
452,WRITING SOLID CODE,STEVE MAGUIRE,,325,YES,,,,2005-03-31
453,INTERCONNECTIONS,RADIA PERLMAN,,325,YES,,,,2010-03-29
454,COMPUTER ARCHITECTURE AND PARALLAL PROCESSING,KAI HWANG,,0,YES,,,,2010-08-18
455,THE X86 MICROPROCESSORS,LYLA B.DAS,,0,YES,,,,2010-09-22
456,DATASTRUCTURES/ ALGORITHMS & APPLICATIONS IN C++,SAHNI S,MC GRAW HILL,375,YES,,,,2010-10-29
457,ALGORITHMS+DATA STRUCTURES=PROGRAMS,WIRTH N,PRENTICE HALL,250,YES,,,,2010-10-29
458,C AND DATA STRUCTURES,DESHPANDE PS/ KAKDE O.G,DREAM TECH INDIA PVT LTD,279,YES,,,,2010-10-29
459,DATA STRUCTURES IN C,YASWANT KANETKAR,BPB,240,YES,,,,2010-10-29
460,DATA STRUCTURES IN C,YASWANT KANETKAR,BPB,240,YES,,,,2010-10-29
461,CLASSIC DATA STRUCTURES C,SAMANTA,PHI/ NEW DELHI,395,YES,,,,2010-10-29
462,CLASSIC DATA STRUCTURES C,SAMANTA,PHI/ NEW DELHI,395,YES,,,,2010-10-29
463,DISCRETE AND MATHEMATICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE,TREMBLAY/MANOHAR,MC GRAW HILL,325,YES,,,,2010-10-29
464,DISCRETE AND MATHEMATICAL STRUCTURES FOR COMPUTER SCIENCE,KOLMAN B/ BUSHY R C,PRENTICE HALL OF INDIA,375,YES,,,,2010-10-29
465,ELEMENTS OF DISCRETE MATHEMATICS,C.L.LIU,TATA MC GRAW HILL,265,YES,,,,2010-10-29
466,DIGITAL FUNDAMENTALS,FLOYD T L,UNIVERSAL BOOK STALL,450,YES,,,,2010-10-29
467,ELECTRONIC CIRCUITS: DISCRETE AND INTEGRATED,SCHILLING D.L & BELOVE c,MC GRAW HILL,475,YES,,,,2010-10-29
468,SWITCHING & FINITE AUTOMATA THEORY,KOHAVI Z,TATA MC GRAW HILL,315,YES,,,,2010-10-29
469,INTEGRATED ELECTRONICS: ANALOG & DIGITAL CIRCUITS & SYSTEMS,MILLMAN J.HALKIAS,TATA MC GRAW HILL,375,YES,,,,2010-10-29
470,INTEGRATED ELECTRONICS: ANALOG & DIGITAL CIRCUITS & SYSTEMS,MILLMAN J.HALKIAS,TATA MC GRAW HILL,375,YES,,,,2010-10-29
471,BASIC ELECTRONIC CIRCUITS AND LINEAR CIRCUITS,BHARGAVA ETAL,TATA MC GRAW HILL,250,YES,,,,2010-10-29
472,C THE COMPLETE REFERENCE,SCHILDT H,TATA MC GRAW HILL,475,YES,,,,2010-10-29
473,C THE COMPLETE REFERENCE,SCHILDT H,TATA MC GRAW HILL,475,YES,,,,2010-10-29
474,INTRODUCTION TO ALGORITHMS,CORMEN T.H.ETAL,PRENTICE HALL OF INDIA,425,YES,,,,2010-10-29
475,THEORY & PROBLEMS OF BASIC ELECTRICAL ENGINEERING,KOTHARI & NAGRATH,TATA MC GRAW HILL,275,YES,,,,2010-10-29
476,PRINCIPLES OF ELECTRONIC COMMUNICATION SYSTEMS,LOUIS E FRENZEL,TATA MC GRAW HILL,450,YES,,,,2010-10-29
477,WIRELESS COMMUNICATIONS & NETWORKS,WILLIAM STSLLIMGS,PEARSON EDUCATION,425,YES,,,,2010-10-29
478,ELECTRONIC INSTRUMENTATION & MEASUREMENTS,DAVID A BELL,PRENTICE HALL OF INDIA,250,YES,,,,2010-10-29
479,PETER NORTON'S INTRODUCTION TO COMPUTERS,PETER NORTON,TATA MC GRAW HILL,365,YES,,,,2010-10-29
480,THE C PROGRAMMING LANGUAGE,KERNIGHAN & RITCHIE,PRENTICE HALL OF INDIA,150,YES,,,,2010-10-29
481,DESIGN AND ANALYSIS OF ALGORITHMS,PANEER SELVAM,PRENTICE HALL OF INDIA,275,YES,,,,2010-10-29
482,DESIGN METHODS AND ANALYSIS OF ALGORITHMS,BASU,PRENTICE HALL OF INDIA,250,YES,,,,2010-10-29
483,OPERATING SYSTEM CONCEPTS,SIBERSCHATZ & GALVIN,ADDISON WESLEY,479,YES,,,,2010-10-29
484,OPERATING SYSTEM CONCEPTS,SIBERSCHATZ & GALVIN,ADDISON WESLEY,479,YES,,,,2010-10-29
485,INTRODUCTION TO FORMAL LANGUAGES/ AUTOMATA THEORY AND COMPUTATION,KAMALA KRITIVASAN & RAMA R,PEARSON EDUCATION,299,YES,,,,2010-10-29
486,PHP & MYSQL WEB DEVELOPMENT,LUKE WELLING/ LAURA THOMSON,PEARSON EDUCATION,850,YES,,,,2010-10-29
487,DATASTRUCTURES AND ALGORITHMS,ALFRED V AHO/ JOHN E HOPCROFT/ JEFFREY D ULLMAN,PEARSON EDUCATION,425,YES,,,,2010-10-29
488,DATASTRUCTURES AND ALGORITHMS,ALFRED V AHO/ JOHN E HOPCROFT/ JEFFREY D ULLMAN,PEARSON EDUCATION,425,YES,,,,2010-10-29
489,DATASTRUCTURES AND ALGORITHMS,ALFRED V AHO/ JOHN E HOPCROFT/ JEFFREY D ULLMAN,PEARSON EDUCATION,425,YES,,,,2010-10-29
490,DATA COMMUNICATION AND NETWORKING IV EDITION,BEHROUZ FOROUZAN,TATA MC GRAW HILL,435,YES,,,,2010-10-29
491,LOGIC DESIGN THEORY,BISWAS N N,PRENTICE HALL OF INDIA,195,YES,,,,2010-10-29
492,LOGIC DESIGN THEORY,BISWAS N N,PRENTICE HALL OF INDIA,195,YES,,,,2010-10-29
493,PUBLIC KEY CRYPTOGRAPHY,ABHIJIT DAS,PEARSON EDUCATION,479,YES,,,,2010-10-29
494,MILLER & FREUNDS PROBABILITY AND STATICS FOR ENGINEERS,RICHARD A JOHNSON,,350,YES,,,,2010-10-29
495,EMBEDDED SYSTEM DESIGN : A HARDWARE/SOFTWARE APPROACH,VAHID & GIVARGIS,JOHN WILEY,319,YES,,,,2010-10-29
496,DIGITAL SIGNAL PROCESSING,STEIN,,419,YES,,,,2010-10-29
497,MILLER & FREUNDS PROBABILITY AND STATICS FOR ENGINEERS,RICHARD A JOHNSON,,350,YES,,,,2010-10-29
498,ERP SYSTEMS,DIMPI SRIVASTAVA/ ARATHI BATRA,I.K.INTERNATIONAL PUBLISHING HOUSE,225,YES,,,,2010-11-04
499,THEORY OF COMPUTATION,S.N.SIVANANDAM/ M.JANAKI MEENA,I.K.INTERNATIONAL PUBLISHING HOUSE,265,YES,,,,2010-11-04
500,BASICS OF ELECTRICAL/ ELECTRONICS & COMMUNICATION ENGINEERING,STOREY,,,YES,,,,2010-10-29
501,RED HAT LINUX 7.3 BIBLE,CHRISTOPHER NEGUS,,499,YES,,,,2010-12-13
502,THE C PROGRAMMING LANGUAGE (ANSI C),B.W.KERNINGHAN/ DENNIS RITCHIE,,95,YES,,,,2010-12-13
503,UNIX NETWORK PROGRAMMING,W.RICHARD STEVENS,,210,YES,,,,2010-12-13
504,DATABASE SYSTEM CONCEPTS,HENRY KORTH/ ABRAHAM SILBERSCHATZ/ SUDARSAN,,,YES,,,,2010-12-13
505,ELECTRONICS CIRCUITS & SYSTEMS - PHOTOSTAT COPY,,,,YES,,,,2010-12-13
506,ELECTRONICS CIRCUITS & SYSTEMS,PHOTOSTAT COPY,,,YES,,,,2010-12-13
507,MATHEMATICS III,PHOTOSTAT COPY,,,YES,,,,2010-12-13
508,MICROPROCESSOR,PHOTOSTAT COPY,,,YES,,,,2010-12-13
509,MATHEMATICS III,PHOTOSTAT COPY,,,YES,,,,2010-12-13
510,DIGITAL DATA COMMUNICATIONS,PHOTOSTAT COPY,,,YES,,,,2010-12-13
511,FUNDAMENTALS OF OBJECT ORIENTED DESIGN IN UML,PHOTOSTAT COPY,,,YES,,,,2010-12-13
512,THEORY OF COMPUTATION,PHOTOSTAT COPY,,,YES,,,,2010-12-13
513,INFORMATION THEORY OF CODING,PHOTOSTAT COPY,,,YES,,,,2010-12-13
514,LINEAR CONTROL SYSTEMS,PHOTOSTAT COPY,,,YES,,,,2010-12-13
515,INFORMATION THEORY OF CODING,PHOTOSTAT COPY,,,YES,,,,2010-12-13
516,PROGRAMMING IN ANSI C - II EDITION,BALAGURUSWAMI,TATA MC GRAW HILL,,YES,,,,2010-12-13
517,PROGRAMMING LANGUAGES -CONCEPTS & CONSTRUCTS,RAVI SETHI,PEARSON EDUCATION,,YES,,,,2011-01-05
518,STOCHASTIC PROCESSES,J.MEDHI,NEW AGE INTERNATIONAL PUBLISHERS,275,YES,,,,2011-01-21
519,UNDERSTANDING POINTERS IN C,YASHAVANTH KANETKAR,BPB PUBLICATIONS,240,YES,,,,2011-01-25
520,MEDIA CODING AND CONTENT PROCESSING VOL-1,RALF STEINMETZ/ KLARA NAHRSTEDT,PRENTICE HALL OF INDIA,195,YES,,,,2011-01-25
521,CONTEMPORARY ABSTRACT ALGEBRA,JOSEPH A.GALLIAN,NAROSA PUBLISHING HOUSE,295,YES,,,,2011-01-25
522,EMBEDDED SYSTEMS ARCHITECTURE WITH CD,TAMMY NOERGAARD,ELSEVIER,525,YES,,,,2011-01-25
523,DISCRETE MATHEMATICS WITH APPLICATIONS,THOMAS KOSHY,ELSEVIER,495,YES,,,,2011-01-25
524,UNDERSTANDING POINTERS IN C,YASHAVANTH KANETKAR,BPB PUBLICATIONS,240,YES,,,,2011-01-25
525,INFORMATION SYSTEMS FOR MODERN MANAGEMENT,ROBERT G. MURDICK/ JOEL E.ROSS/ JAMES R.CLAGGETT,PHI LEARNING,275,YES,DEPT,,,2011-02-07
526,CHAMBERS 21ST CENTURY DICTIONARY,MAIRI ROBINSON & GEORGE DAVIDSON (EDITORS),CHAMBERS HARRAP PUBLISHERS LTD,950,YES,,,,2011-01-25
527,ADVANCED MICROPROCESSORS AND INTERFACING,BADRI RAM,TATA MC GRAW HILL,135,YES,,,,2011-02-17
528,STRUCTURED COMPUTER ORGANIZATION,ANDREW S TANENBAUM,PRENTICE HALL INDIA,225,YES,,,,2011-02-17
529,ALGORITHMICS- THE SPIRIT OF COMPUTING,DAVID HAREL,PEARSON,275,YES,,,,2011-02-17
530,MANAGEMENT INFORMATION SYSTEMS,ROBERT SCHULTHEIS/ MARY SUMNER,TMH,510,YES,DEPT,,,2011-02-17
531,FIRST YEAR BTECH. QUESTION BANK WITH SOLUTIONS,KISHORE E.U,RAJATH PUBLISHERS/ KOCHIN,100,YES,,,,2011-02-17
532,DIGITAL FUNDAMENTALS,FLOYD & JAIN,PEARSON EDUCATION,325,YES,,,,2011-03-14
533,SYSTEM SOFTWARE - AN INTRODUCTION TO SYSTEMS PROGRAMMING,LELAND L. BECK/ D. MANJULA,PEARSON EDUCATION,380,YES,,,,2011-03-14
534,DATA STRUCTURES AND ALGORITHMS,ALFRED V AHO/ JOHN E HOPCROFT/ JEFFREY D. ULLMAN,PEARSON EDUCATION,285,YES,STUDENT FINE,,,2011-03-14
535,LINUX  VI TH EDITION - THE COMPLETE REFERENCE,RICHARD PETERSEN,TATA MC GRAW HILL,,YES,STTP,,,2011-03-18
536,DATA STRUCTURES AND ALGORITHMS IN JAVA 3e,ADAM DROZDEK,CENGAGE LEARNING,425,YES,PTA,,,2011-03-21
537,APPLICATION SOFTWARE REENGINEERING,AFSHAR ALAM/ TENDAI PADENGA,PEARSON EDUCATION,385,YES,PTA,,,2011-03-21
538,OBJECT ORIENTED PROGRAMMING,JOYCE FARRELL,CENGAGE LEARNING,325,YES,PTA,,,2011-03-21
539,LEARNING C++  3e,ERIC NAGLER,CENGAGE LEARNING,325,YES,PTA,,,2011-03-21
540,COMPUTER ARCHITECTURE AND ORGANIZATION  3e,JOHN P.HAYES,TATA MC GRAW HILL,541,YES,PTA,,,2011-03-21
541,ENGINEERING A COMPILER,KEITH D COOPER/ LINDA TORCZON,ELSEVIER,450,YES,PTA,,,2011-03-21
542,MODERN GRAPH THEORY,BELA BOLLOBAS,SPRINGER INTERNATIONAL EDITION,495,YES,PTA,,,2011-03-21
543,NEURAL NETWORKS FOR PATTERN RECOGNITION,CHRISTOPHER M BISHOP,OXFORD UNIVERSITY PRESS,360,YES,PTA,,,2011-03-21
544,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION  3e,JOHN C MARTIN,TATA MC GRAW HILL,325,YES,PTA,,,2011-03-21
545,SOFTWARE TESTING PRINCIPLES AND PRACTICES,SRINIVASAN DESIKAN/ GOPALASWAMY RAMESH,PEARSON EDUCATION,350,YES,PTA,,,2011-03-21
546,C PROGRAMMING FOR ENGINEERING & COMPUTER SCIENCE,H.H.TAN/ T.B.D'ORAZIO,TATA MC GRAW HILL,"1,305.00",YES,PTA,,,2011-03-21
547,DESIGN AND ANALYSIS OF ALGORITHMS,PRABHAKAR GUPTA/ VINEET AGARWAL/ MANISH VARSHNEY,PRENTICE HALL INDIA LEARNING,250,YES,PTA,,,2011-03-21
548,COMPUTER ORGANIZATION & DESIGN,RASHI AGARWAL,ACME LEARNING,250,YES,PTA,,,2011-03-21
549,INFORMATION RETRIEVAL - ALGORITHMS AND HEURISTICS  2e,DAVID A GROSSMAN/ OPHIR FRIEDER,SPRINGER INTERNATIONAL,395,YES,PTA,,,2011-03-21
550,EVOLUTIONARY ALGORITHMS WITH MAT LAB,S.SUMATHI/ SUREKHA P,ACME LEARNING,275,YES,PTA,,,2011-03-21
551,VLSI- DESIGN TECHNIQUES FOR ANALOG AND DIGITAL CIRCUITS,RANDALL L.GEIGER/ PHILIP E.ALLEN/ NOEL R.STRADER,TATA MC GRAW HILL,575,YES,PTA,,,2011-03-21
552,STUDY COMPUTER WITHIN 14 DAYS (MALAYALAM),I.T.LOKAM CONTENT SINDICATE,POORNA PUBLICATIONS THRISSUR,85,YES,STEP4U,,,2011-03-23
553,STUDY COMPUTER WITHIN 14 DAYS (MALAYALAM),I.T.LOKAM CONTENT SINDICATE,POORNA PUBLICATIONS THRISSUR,85,YES,STEP4U,,,2011-03-23
554,STUDY COMPUTER WITHIN 14 DAYS (MALAYALAM),I.T.LOKAM CONTENT SINDICATE,POORNA PUBLICATIONS THRISSUR,85,YES,STEP4U,,,2011-03-23
555,STUDY COMPUTER WITHIN 14 DAYS (MALAYALAM),I.T.LOKAM CONTENT SINDICATE,POORNA PUBLICATIONS THRISSUR,85,YES,STEP4U,,,2011-03-23
556,STUDY COMPUTER WITHIN 14 DAYS (MALAYALAM),I.T.LOKAM CONTENT SINDICATE,POORNA PUBLICATIONS THRISSUR,85,YES,STEP4U,,,2011-03-23
557,IBM P C & CLONES - HARDWARE/ TROUBLE SHOOTING & MAINTENANCE,GOVINDARAJALU,TATA MC GRAW HILL,395,YES,DEPT,,,2011-04-01
558,ELEMENTS OF THE THEORY OF COMPUTATION,HARRY R.LEWIS/ CHRISTOS H.PAPADIMITRIOU,PRENTICE HALL INDIA,150,YES,DEPT,,,2011-04-01
559,CHAMBERS UNIVERSAL LEARNERS DICTIONARY,,CHAMBERS,225,YES,DEPT,,,2011-04-01
560,EMBEDDED LINUX - HARDWARE/ SOFTWARE & INTERFACING,CRAIG HOLLABAUG,PEARSON EDUCATION,265,YES,DEPT,,,2011-04-01
561,DISCRETE AND CONBINATORIAL MATHEMATICS,GRIMALDI & RAMANA,PEARSON EDUCATION,565,YES,PTA,,,2011-06-02
562,MANAGEMENT INFORMATION SYSTEMS,SCHULTHEIS SUMNER,TATA MC GRAW HILL,550,YES,PTA,,,2011-06-02
563,MANAGEMENT INFORMATION SYSTEMS,SCHULTHEIS SUMNER,TATA MC GRAW HILL,550,YES,PTA,,,2011-06-02
564,PULSE/ DIGITAL AND SWITCHNING WAVEFORMS,JACOB MILLMAN & HERBERT TAUB,TATA MC GRAW HILL,245,YES,STUDENTS FINE,,,2011-06-06
565,DIGITAL INTEGRATED ELECTRONICS,HERBERT TAUB & DONALDSCHILLING,TATA MC GRAW HILL,425,YES,STUDENTS FINE,,,2011-06-10
